A	B
1553646_at	2.00951570158755	0.204509909636717
1553647_at	2.83647297473103	0.0641121100267137
1553652_a_at	4.01242525624478	0
1553654_at	4.97180741132348	0.026501074402888
1553661_a_at	-2.1410509985068	0
1553666_at	1.80261731210761	0
1553668_at	-0.31870442428241	0.162830431239278
1553672_at	7.09954029859008	0
1553674_at	0.197121621889403	0
1553677_a_at	-2.08704660809181	-1.95091454116758
1553678_a_at	-0.179372575323924	0.0014712752878836
1553679_s_at	-1.29775055801373	-1.54745298967806
1553681_a_at	6.53873180451637	-0.0298919435577756
1553682_at	1.65137147464243	0.9674280615963
1553683_s_at	6.48473397204589	0.70837019861791
1553684_at	3.84834981667167	0.0525190985073509
1553685_s_at	-6.89991967572584	-7.9161887454761
1553686_at	-0.682962852178452	1.58946160361926
1553689_s_at	-0.299327048499332	-0.45915252008893
1553690_at	0.275927565652526	0
1553691_at	-0.698420389586079	0
1553693_s_at	-1.14788167595661	-0.665259617297496
1553694_a_at	-1.6345859375189	-1.06353688297297
1553695_a_at	-8.00793357652401	0
1553696_s_at	0.98770403652402	0.74651354790814
1553697_at	0.114532630655876	0.230339479289423
1553698_a_at	-0.174791541289403	0.107181488108031
1553703_at	-0.0534701090983258	-0.146994328497826
1553704_x_at	0.012128981143686	-0.273949026752817
1553705_a_at	-5.12755826765703	-0.988448699854187
1553709_a_at	-0.0705683071318788	-0.478108752700809
1553710_at	0	0.213919092660469
1553711_a_at	3.67369513119694	0.42389348767414
1553713_a_at	0.19227530819943	0.322509008569459
1553715_s_at	-1.24035496636132	-0.503363498987476
1553718_at	0.348830386777843	0.215594624381751
1553719_s_at	0.383328737534072	0.0597943240839705
1553720_a_at	0	-1.57574234306861
1553725_s_at	0.0385579885116503	-0.442611301244325
1553726_s_at	0.267192166603651	-0.111112557555475
1553732_s_at	-7.56632230822322	0
1553734_at	4.19772915778546	1.81698883917713
1553736_at	5.76792617448598	0
1553743_at	1.39980767989977	1.77436591227106
1553746_a_at	0	4.43067588510985
1553749_at	1.54995465917617	6.86220467197294
1553750_a_at	0.181218195259822	0.239490455619745
1553759_at	4.63038543023415	0
1553764_a_at	-0.228659301847646	2.13916312592841
1553765_a_at	0	1.77754679949037
1553768_a_at	-1.6225527005925	-4.84224621093441
1553769_at	-7.82977577395701	0
1553770_a_at	-0.101068618132663	0
1553772_at	0	-1.78538182223009
1553775_at	-0.248382098683265	0
1553778_at	-5.34713443644881	0
1553780_at	4.41899391358264	0
1553787_at	4.17086640799485	1.80138875209502
1553789_a_at	-0.15330514281465	0
1553793_a_at	0	-0.673750528618315
1553796_at	0	0.296551120527456
1553797_a_at	0	0.647725914684914
1553798_a_at	2.00267295964292	-1.83338137918357
1553801_a_at	1.73585959239279	3.94394633047552
1553809_a_at	0	-1.9298004557562
1553810_a_at	0.818994611680908	1.48211087450983
1553815_a_at	6.54095351017674	0.532399787226143
1553823_a_at	3.27796507385155	6.46845981389139
1553826_a_at	0	-0.0321134473824269
1553828_at	4.62627017756897	6.15247918691749
1553830_s_at	-0.427639775390942	0
1553831_at	4.28198933649321	0
1553840_a_at	0	-2.27438110139049
1553849_at	1.17654743382438	0
1553852_at	-7.20441517723188	0
1553856_s_at	-6.66577696803046	0
1553864_at	0	0.163077594499335
1553865_a_at	0	0.726774005181197
1553868_a_at	0	5.47405606396941
1553873_at	0	-3.88271248746504
1553881_at	-0.131484510903718	-0.0854533907374044
1553894_at	0	0
1553901_x_at	2.35274688208816	-0.198613330150685
1553909_x_at	-5.17414155973064	-8.83194799539551
1553910_at	-1.98593096888571	0
1553911_at	0	0.0822023690120268
